meritocracy	ginicnty	income_i	income_cnty	black_cnty	perc_bush04	pop_cnty	educ_i	age_i	gender_i	white	unemp_i	union_i	partyid_i	ideo_i	attend_i	fips	survid2006	survid2007	survid2009
0	0.6449275612831116	0.7046164274215698	0.07578080892562866	0.7835400700569153	0.38999998569488525	0.0043122246861457825	0.6666666865348816	33	0	0	0	0	0	0.75	0.800000011920929	1047	0	0	1
0	0.6449275612831116	0.2123105227947235	0.07578080892562866	0.7835400700569153	0.38999998569488525	0.0043122246861457825	0.3333333432674408	39	0	0	1	0	0	0	0.800000011920929	1047	0	0	0
0	0.4637680947780609	0.5076940655708313	0.15345154702663422	0.018039308488368988	0.699999988079071	0.006911680102348328	0.3333333432674408	46	0	1	0	0	0.75	0.75	0.20000000298023224	1049	0	0	0
1	0.4637680947780609	0.48297157883644104	0.15345154702663422	0.018039308488368988	0.699999988079071	0.006911680102348328	0.3333333432674408	65	0	0	0	0	0.5	0.5	0.6000000238418579	1049	1	0	0
0	0.27173909544944763	0.7046164274215698	0.36228346824645996	0.2516009211540222	0.7699999809265137	0.007783547975122929	0.6666666865348816	65	1	1	1	0	0.75	0.25	1	1051	0	0	1
0	0.4057970643043518	0.9015387892723083	0.18308566510677338	0.16913588345050812	0.6299999952316284	0.010485305450856686	0.6666666865348816	53	0	1	0	0	1	1	1	1055	1	0	0
0	0.4057970643043518	0.3107717037200928	0.18308566510677338	0.16913588345050812	0.6299999952316284	0.010485305450856686	0.1666666716337204	54	1	1	1	0	0.25	0	1	1055	0	1	0
0	0.4057970643043518	0.42852407693862915	0.18308566510677338	0.16913588345050812	0.6299999952316284	0.010485305450856686	0.3333333432674408	74	0	1	1	0	0.5	0.5	1	1055	0	0	1
1	0.30797094106674194	0.5894474983215332	0.17634670436382294	0.13304322957992554	0.6899999976158142	0.0017473124898970127	0.3333333432674408	46	1	1	0	1	1	0.75	0.800000011920929	1057	0	0	1
0	0.42391300201416016	0.5076940655708313	0.15070845186710358	0.044214893132448196	0.6299999952316284	0.0030959430150687695	0	35	1	1	0	0	0	0.5	0.20000000298023224	1059	0	1	0
0	0.42391300201416016	0.5076940655708313	0.15070845186710358	0.044214893132448196	0.6299999952316284	0.0030959430150687695	0.3333333432674408	41	0	1	0	0	0.25	0.75	0.4000000059604645	1059	0	0	1
